File,Author,Creator,Producer,Subject,Title,PageCount,Comment
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01764_NRCSalleyjob.pdf,Wendy,Adobe PageMaker 6.5,Acrobat Distiller 3.0 for Power Macintosh,alley cropping,alley cropping,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01696_Dripping_Springs_Conservation_Design_Ordinance.pdf,Administrator,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,Microsoft Word - Conservation Devt Ord _Adopted_.doc,25,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01683_MarylandPestice.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01153_MAPC_orgGrassFilter.pdf,,Adobe InDesign CS (3.0.1),Adobe PDF Library 6.0,,GrassFilterStrip.indd,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01998_WashingtonStreamSimulationCulvert.pdf,www,PScript5.dll Version 5.2,http://createpdf.adobe.com V5.5,,Microsoft Word - 3F468ECB-57B8-183192.doc,25,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01747_fishfriendlyculverts.pdf,UW-Extension and Wisconsin Department of Natural Resources,,Acrobat Distiller 5.00 for Macintosh,culvert design installation and maintenance to protect roadways and fish,Fish Friendly Culverts,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00037_mulching.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,mulching,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00010_bedding.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,bedding,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00492_GabionsforStreambankErosionControl.pdf,u4ercvld,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,sr22.PDF,9,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00081_surfsand.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,surfsand,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00061_combinedinfilt.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,combinedinfilt,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01106_to_01118_HamiltonCountyErosion.pdf,,Adobe InDesign CS2 (4.0.4),Adobe PDF Library 7.0,,,44,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00088_wetswale.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,wetswale,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01154_MarylandBufferValue.pdf,Pete,PPC QuarkXPress™ 3.32r4,Acrobat PDFWriter 4.0 for Power Macintosh,,,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01007_riparian5.pdf,wolf,streamnotes3.FH8,Acrobat PDFWriter 3.02 for Windows,,riparian,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01783_VT_strip_cropping.pdf,,,Acrobat Distiller 6.0 for Macintosh,,untitled,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01839_to_01848_LowImpactDevelopment.pdf,heather.mcpeek,Acrobat 9.3.4 ,Acrobat Distiller 9.3.3 (Macintosh),,Microsoft Word - BMP Application Document-120607_hmv1.doc,48,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01325_NRCS_shade.pdf,Susan Dillard,Acrobat PDFMaker 9.0 for Word,Acrobat Distiller 9.0.0 (Windows),,guide35,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01777_StripCropping_extension_iastate_edu.pdf,,,Acrobat Distiller 3.0 for Macintosh,,,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00925_streamsideexcl.pdf,ezabronsky,PScript5.dll Version 5.2,Acrobat Distiller 7.0.5 (Windows),,Stream brochure_final.qxp,20,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00866_forTXDOT.pdf,,Canon , ,,,116,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01571_wildfire.pdf,mscimone,Adobe Illustrator 10.0,Acrobat Distiller 8.0.0 (Windows),,BMP's_Final.pdf,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00072_organicsandfilt.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,organicsandfilt,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00710_LandPreservation.pdf,,Adobe InDesign CS3 (5.0),Adobe PDF Library 8.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01131_to_01148_IslandCountyConstruction.pdf,M.Gehrmann,PScript5.dll Version 5.2.2,Acrobat Distiller 9.0.0 (Windows),,Microsoft Word - BMP Field Manual_Final.doc,57,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00848_bufferpreserve.pdf,Gateway,PageMaker 7.0,Acrobat Distiller 5.0.5 (Windows),,1506bufferpreserve.pmd,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01353_Ontariostreams_on_ca_rootwads.pdf,Mark,Tech17 - Microsoft Word,Acrobat PDFWriter 4.05 for Windows NT,,Tech17.PDF,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00113_doublewing.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,doublewing,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01693_CSDBenefits.pdf,Randall Arendt,Acrobat PDFMaker 9.0 for Word,Adobe PDF Library 9.0,,Randall Arendt,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01853_onfarmirrmgmnt.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01625_to_01637_AgPesticideMngmt.pdf,Tamara Watson,Acrobat PDFMaker 9.0 for Word,Adobe PDF Library 9.0,,Agricultural Best Management Practices Report,184,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00009_animalwaste.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,animalwaste,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01964_DeptEnvQualIdahoCorridors.pdf,,,Acrobat Distiller 6.0 (Windows),,untitled,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01001_Maryland.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01771_PestOregon.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00475_brushmattresses.pdf,u4ercvld,Microsoft Word ,Acrobat PDFWriter 4.0 for Windows,,sr23-picture-front.PDF,9,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00059_basicbiofilt.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,basicbiofilt,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01540_to_1554_WashingtonDOT.pdf,WSDOT,PScript5.dll Version 5.2,Acrobat Distiller 5.0.5 (Windows),,Best Management Practices Field Guide for ESA 4 (d) Habitat Protection,62,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00712_Auburn.pdf,xuyinhu,Acrobat PDFMaker 7.0.7 for Word,Acrobat Distiller 7.0.5 (Windows),,Evaluation of Best Management Practice for ,65,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00040_sheetflowdisp.pdf,,,Acrobat Distiller 4.0 for Windows,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00122_pereherbplants.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,pereherbplants,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00667_marylandwatershedplanning.pdf,tiffany,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - FINAL User's Guide.doc,154,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01607_invasiveplants.pdf,,Adobe InDesign CS2 (4.0),Adobe PDF Library 7.0,,,30,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00430a_RiparianCover&Intro.pdf,,Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0,,,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00958_riparian_setback.pdf,Linda,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - Riparian Setback Paper_Jan 2006 FINAL.doc,72,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00430b_RiparianGrasses&Sedges.pdf,,Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0,,,20,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00082_undergrsandfilt.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,undergrsandfilt,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01343_OhioRiffles.pdf,,,Acrobat Distiller 4.05 for Macintosh,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01602_CanadaWatering.pdf,mcivers,PScript5.dll Version 5.2.2,Acrobat Distiller 5.0.5 (Windows),,riparian_grazing_final.pub,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01572_WillowCuttings.pdf,,Adobe InDesign CS2 (4.0.3),Adobe PDF Library 7.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01750_Grazing.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00564_to 00588_Alaska.pdf,,Adobe InDesign CS (3.0.1),Adobe PDF Library 6.0,,Reveg Manual.indd,97,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01757_LASandGravel.pdf,,Adobe InDesign CS3 (5.0),Adobe PDF Library 8.0,,,48,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01156_MetrocouncilOrg_MulchesBlanket.pdf,dlh2,Adobe PageMaker 6.52,Acrobat Distiller 4.0 for Windows,FAB_MULC,FAB_MULC,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00993_GolfBufferStrips.pdf,john staton,Microsoft Word 2000 (9.0),CIB pdf Plug-in 1.3.9 Freeware (free for non-commercial use),,Buffer Zone Management for Golf Courses,29,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00078_roadwaytreatsys.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,roadwaytreatsys,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00863_Bobrowski1997.pdf,UL-Plant-Desk,Acrobat PDFMaker 9.1 for Word,Adobe PDF Library 9.0,,,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01765_NRCSCoverCrop.pdf,user,Microsoft Word ,Acrobat PDFWriter 3.0 for Windows,,340cppe,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01961_ArkansasVSMG.pdf,,Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0,,,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01981_OklahomaRxBurning.pdf,,Adobe InDesign CS5 (7.0),Adobe PDF Library 9.9,,,64,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01989_RxBurningSouthDakota.pdf,"Kenneth F. Higgins, Arnold D. Kruse, and James L. Piehl",QuarkXPress(tm) 4.04,Acrobat Distiller 4.05 for Macintosh,EC760,Prescribed Burning Guidelines in the Northern Great Plains,38,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01767_on_farm_comp_methods.pdf,FAO,Microsoft Word 8.0,Acrobat Distiller 4.0 for Windows,,ON-FARM COMPOSTING METHODS,26,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00430d_RiparianForbes.pdf,,Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0,,,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01608_lunkerstruct.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,lunkerstruct,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00089_boulderclusters.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,boulderclusters,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01985_PrescribedBurning08.pdf,,Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01209_to_01214_MontanaForestry.pdf,Katherine M. Kronen,Acrobat PDFMaker 8.1 for Word,Adobe PDF Library 8.0,,,11,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01333_OhioEddyRocks.pdf,,,Acrobat Distiller 4.05 for Macintosh,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00057_stormwat_ret.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,stormwat-ret,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00822_Brush Mattress.pdf,emma,PScript5.dll Version 5.2,Acrobat Distiller 5.0.5 (Windows),,Microsoft Word - Brush mattress _without gabion references_.doc,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00111_coconutfiberroll.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,coconutfiberroll,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00708_TPWDRiparianWildlife.pdf,Texas Parks and Wildlife Department,QuarkXPressª: LaserWriter 8 8.7.1,Acrobat Distiller 5.00 for Macintosh,,Managing Riparian Habitats,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01994_VFD_Iowa_rx_fire_materials.pdf,shickey,PScript5.dll Version 5.2.2,Acrobat Distiller 9.2.0 (Windows),,Microsoft Word - Chapter 1.doc,56,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00913_managedgraze.pdf,Barbara C. Bellows,Adobe PageMaker 6.52,Acrobat Distiller 4.05 for Windows,This publication is designed to help farmers and ranchers identify and use locally appropriate grazing practices to protect riparian resources.,Managed Grazing in Riparian Areas,28,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01724_NRCSStreamCrossings.pdf,bkuenstl,PScript5.dll Version 5.2,Acrobat Distiller 5.0.5 (Windows),,Microsoft Word - 578.doc,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01127_IdahoDEQberm.pdf,,,Acrobat Distiller 6.0 (Windows),,untitled,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00718_Idaho.pdf,pcook,E:\BMP Report 15\To PDF\15part1.wpd,Acrobat PDFWriter 4.0 for Windows,,PDF\15part1.PDF,34,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01398_Shorelines.pdf,Heidi,Adobe® PageMaker® 6.0,Acrobat PDF Writer 1.0 for Macintosh ,,,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00918_PennRiparianBuffer.pdf,DEP,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0.5 (Windows),,,20,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00589_to_00666_conservation_buffers.pdf,,Adobe InDesign CS3 (5.0.3),Adobe PDF Library 8.0,,,136,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01000_CatBufFact.pdf,andrea_leslie,Microsoft Word 8.0,Acrobat Distiller 4.05 for Windows,,Riparian Buffers,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00091_channelconstric.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,channelconstric,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01017_Arkansas_Ag.pdf,Jodie Pennington,QuarkXPress 7.02,Acrobat Distiller 8.1.0 (Macintosh),"Best management practices are land management strategies that prevent or reduce the movement of sediment, nutrients, pesticides and other pollutants from the land to surface or groundwater. ",Best Management Practices for Livestock Farms - FSA-9527,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01004_GreatLakes.pdf,,Adobe Illustrator 9.0,Adobe PDF library 4.800,,Riparian Buffer Cover.pdf,22,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00066_dryswale.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,dryswale,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00420_culverts.pdf,mzulkowski1,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0 (Windows),,Microsoft Word - 1 CH 13 CULVERTS.doc,54,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01015_Zurba2007.pdf,prefered customer,PScript5.dll Version 5.2,GPL Ghostscript 8.15,,Microsoft Word - final thesis.doc,70,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01755_KansasWells.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01726_TexasForestryStreamCrossings.pdf,Management Division,Acrobat PDFMaker 9.1 for Word,Adobe PDF Library 9.0,Stewardship Plan Items Revised 07-11-03,FOREST MANAGEMENT SHEET TEMPLATE,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01425_TimberHarvest.pdf,,Adobe InDesign CS2 (4.0.3),Adobe PDF Library 7.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00488_streamwatershedrestoration.pdf,,Capture Reviewer 2.01,Acrobat PDFWriter 3.03 for Windows,,,26,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01836_farm_nitrogen_determination.pdf,,QuarkXPress™,Acrobat PDFWriter 4.05  for Power Macintosh,,,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00024_prot_sd_hazwaste.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,prot-sd-hazwaste,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01119_ to 01123_HorsePastures.pdf,Laurel Marcus,PScript5.dll Version 5.2,Acrobat Distiller 5.0 (Windows),,Microsoft Word - appendix 4.doc,32,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00043_terracing.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,terracing,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01967_Fireguidlines.pdf,,POP90,Corel PDF Engine Version 9.543,,,158,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01977_IowaBrushManagement.pdf,,Adobe InDesign CS3 (5.0),Adobe PDF Library 8.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00867_to_00886construction.pdf,ngam,Adobe PageMaker 6.52,Acrobat Distiller 4.05 for Macintosh,CoFeat(temple),CoFeat(temple),5,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01781_TestsForWell.pdf,,Adobe InDesign CS4 (6.0.6),Adobe PDF Library 9.0,,,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01129_IdahoRunoff.pdf,Joan Meitl and Todd Maguire,,Acrobat Distiller 4.0.2 for Macintosh,A Source Book of Best Management Practices,Compendium of Best Management Practices To Control Polluted Runoff [Continued] (Part 3),31,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00995_bufferguidlines.pdf,USDA Forest Service - Rocky Mountain Research Station,Adobe InDesign CS3 (5.0.1),Adobe PDF Library 8.0,RMRS-GTR-203,Riparian buffer design guidelines for water quality and wildlife habitat functions on agricultural landscapes in the Intermountain West,63,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01737_beef-grazing-systems.pdf,"C. Wayne Hanselka, B.J. Ragsdale and Barron Rector",ivn3053.tmp,Acrobat PDFWriter 3.0 for Windows,Range Science,Grazing Systems for Profitable Ranching,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00136_veg_rockgabions.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,veg-rockgabions,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00134_underpassdefl.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,underpassdefl,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00005_stormdraininlet.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,stormdraininlet,7,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00127_rockriprap.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,rockriprap,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01732_AlabamaGrazing.pdf,Ross Heck,QuarkXPress(tm) 4.1,Acrobat Distiller 4.0 for Macintosh,,unp-7,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01684_MichiganGov.pdf,Ed Mustata,Microsoft Word 8.0,Acrobat Distiller 4.05 for Windows,,,17,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00486_ERDCStreamManagement.pdf,,,Acrobat Distiller 3.0 for Windows,,,298,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01959_AlamedaCreekFishPassage.pdf,rantel,Microsoft Word - Tech Memo.doc,Acrobat PDFWriter 4.05 for Windows NT,,Tech Memo.PDF,36,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01388_SaltLakeErosionBlanket.pdf,,J:\S212198\1998\BMP_BK\BMPS\CONST\CONSBMPS\ECB.WPD,Acrobat PDFWriter 4.0 for Windows,,J:\S212198\1998\BMP_BK\BMPS\CONST\CONSBMPS\ECB.PDF,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00079_sed_basinwq.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,sed-basinwq,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00100_streammeander.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,streammeander,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00959_riparian_setbacks_why_that_width.pdf,Linda,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - Riparian Setbacks Why That Width.doc,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01744_FarmCompost.pdf,"Rynk, Robert; et al.",Acrobat Capture 3.0,Adobe PDF Library 4.0,,On-Farm Composting Handbook,204,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00720_AustinGrasses.pdf,MLyday,Acrobat PDFMaker 7.0.7 for Word,Acrobat Distiller 7.0.5 (Windows),,Microsoft Word - Native Grassland Training Cover Page.doc,43,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00494_designsgradecontrolstructures.pdf,Adele Militello,Acrobat PDFMaker 5.0 for Word,Acrobat Distiller 5.0 (Windows),,CETN,11,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01056_BoulderWetland.pdf,,,,,,140,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01009_RiparianLP.pdf,Administrator,Microsoft Word - RiparianLP.doc,ScanSoft PDF Create! 3,,Microsoft Word - RiparianLP.doc,3,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/02000_Willamette_DFP_DRR.pdf,JoyM,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows),,Microsoft Word - Willamette DFP DRR Final,223,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01342_OhioGabion.pdf,NR733G3,Adobe PageMaker 6.52,Acrobat Distiller 3.0 for Power Macintosh,,stfs15,4,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00956_HighWaterMark.pdf,Linda,PScript5.dll Version 5.2,Acrobat Distiller 6.0.1 (Windows),,Microsoft Word - Handout on Ordinary High Water Mark.doc,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01402_to_1420_StCloudSediment.pdf,nczech,Acrobat PDFMaker 8.1 for Publisher,Acrobat Distiller 8.1.0 (Windows),,,9,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00016_drainblocker.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,drainblocker,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01698_LBJWC_Conservation_Development_in_Texas.pdf,Betsy Woldman,QuarkXPress: pictwpstops filter 1.0,Acrobat Distiller 7.0.5 for Macintosh,,Wildflower Cover-FINAL2:Layout 1,20,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01011_bufferzones.pdf,,,Acrobat Distiller 6.0 (Windows),,untitled,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00989_to_00991_Guide.pdf,,,Acrobat Distiller 3.0 for Windows,,,79,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01434_UrbanCreeksErosion.pdf,mike,Erosion Control Blankets - Microsoft Word,Acrobat PDFWriter 5.0 for Windows NT,,Erosion Control Blankets.doc,6,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01005_Correll2005.pdf,,Elsevier,Acrobat Distiller 4.05 for Windows,,doi:10.1016/j.ecoleng.2005.01.007,7,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01351_Ontario_AlternateWater.pdf,,Acrobat PDFMaker 6.0 for Word,Acrobat Distiller 6.0 (Windows),,04-027 - Alternative Livestock Watering Systems,8,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00108_branchpack.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,branchpack,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01984_PennStateWildlifeHabitat.pdf,Gretl Collins,Adobe PageMaker 6.52,Acrobat Distiller 3.02 for Power Macintosh,EnhWldlife/PM6.5.2/00,EnhWldlife/PM6.5.2/00,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00105_sedimentbasin.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,sedimentbasin,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00994_EPAreview.pdf,P.M. Mayer,Adobe InDesign CS (3.0.1),,Ground water research,"Riparian buffer width, vegetative cover, and nitrogen removal effectiveness: A review of current science and regulations",40,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00017_edprograms.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,edprograms,1,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01852_oachbk.pdf,Craig Elevitch,ClarisWorks: PSPrinter 8.3.1,Acrobat Distiller 3.01 for Power Macintosh,,OAC Handbook 1/99 ,10,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01965_FederalDOTFishPassage.pdf,FHWA,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0.5 (Windows),,Design for Fish Passage at Roadway-Stream Crossings: Synthesis Report,280,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00725_to_00756_Urban_Stream_Repair_Practices.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01734_AnimalComposting.pdf,,,Acrobat Distiller 3.0 for Power Macintosh,,Composting dead livestock: A new solution to an old problem,12,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01605_solarpoweredWatering.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/01422_StreambankProtectionUSArmy.pdf,,Acrobat PDFMaker 9.1 for Word,Adobe PDF Library 9.0,,,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00951_Wesche.pdf,,,,,,,An exception occured
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00124_pilingrevetment.pdf,aismac,PageMaker 6.5,Acrobat Distiller 3.01 for Power Macintosh,,pilingrevetment,2,
/Users/Tim/Code/Github/BMPStaging/BMPpdfs/00999_bufferzones.pdf,ET S,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),,Riparian Buffer Zones,4,
